
Aabhiruchi Jan Kalyan Sansthan, 51, 05-04-1990, Bhopal: Madhya Pradesh, Rajesh Kumar Shrivastava, B-702:jeevan Vihar Appartment:p & T Sqaure:kotra Sultanabad:bhopal, Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Human Rights: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: Nutrition: Panchayati Raj: Prisoner's Issues: Right to Information & Advocacy: Rural Development & Poverty Alleviation
Aabru Womens Welfare Society, 5777-S OF 2009, 17-07-2009, Srinagar : Jammu And Kashmir, Tanzeema Gulzar, Sector-2 Hamdaniya Colony Bemina Srinagar. P O Box No.498 Gpo Srinagar Jandk India, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aacharya Chankya Shiksha Samiti, 11849/02, 04-03-2003, Seoni Malwa: Madhya Pradesh, R P Mishra, Aacharya Chankya Shiksha Samiti: 10: Kazi Marg:seoni Malwa Pin 461223, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aacharya Jee Mahasamiti, 992, 07-01-2005, Gorakhpur: Uttar Pradesh, Jai Kumar Singh, Vill- Gonarpura (azayab Tola): Post- Rampur Gopalpur: Tahseel- Sadar: Distt- Gorakhpur., Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aadarsh Foundation For Education And Resarch, S/968/SDM/NW/2012, 03-05-2012, Delhi: Delhi, Pushp Lata, 3321: Sector -a: Pocket- B & C: Vasant Kunj: New Delhi-110070, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Children: Civic Issues: Differently Abled: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Labour & Employment: Land Resources: Micro Finance (SHGs): Micro Small & Medium Enterprises: New & Renewable Energy: Scientific & Industrial Research: Science & Technology: Tribal Affairs: Tourism: Urban Development & Poverty Alleviation:
Aadarsh Gramin Sewa Sansthan, 2258/1997-1998, 25-03-1998, Gorakgpur: Uttar Pradesh, Vishram Sharma, Vill-harpur Belahi: P.o.-tamkuhi Raj:dist- Kushinagar: Up., Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aadarsh Jankalyan Sangh Nimdih, 391/95-96, 04-07-1995, Patna: Bihar, Sunil Kumar Sharma, C/- Jhuna Sharma Krishnapuri Colonny Patna-gaya Road Jehanabad (bibar) Pin-804408, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aadarsh Mahila Kalyan Samiti, S/59778/07, 20-09-2007, New Delhi: Delhi, Kusum Lata, G-61: Jai Vihar Extn. Baprola: Najafgarh: New Delhi-110043, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aadarsh Mahila Sevabhavi Sanstha Basmat, mah/285/2006, pbn, Parbhni: Maharashtra, Farzana Begum Iliyaas Ahemad Khan, Pathan Mohallah:ward No.4: Basmath 431512 Tq.basmath Dist-hingoli (maharashtra), Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aadarsh Mahila Shikshan Sansthan, 362/1999-2000, 03-06-1999, Kanpur: Uttar Pradesh, Sandeep Kumar, Vill. - Pailawar: Post - Rajpur: District - Kanpur - Dehat, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aadarsh Sevabhavi Sanstha, F-4571, Parbhani       (01-05-2000, :, Aasefoddin Zameeroddin Siddiqui, Qazi Galli Jintur Dist. Parbhani Pin:431509, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aadarsh Shiksha Samiti, 1217/1984-85, 17-09-1984, Allahabad: Uttar Pradesh, Ghanshyam Varma, Village - Pure Manai Post - Barout Tahasil - Handia District - Allahabad, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aadarsh Shikshan Va Samajik Sanstha, MH/1710/09/Thane, 05-11-2009, Thane: Maharashtra, Vishal A Padghan, Aadarsh Sikshan Va Samajik Sanstha : Laxmi Nivas: Opp.krushi Col.:jambhulvihir: At-post-tal- Jawhar:dist-thane. Pin - 401603, Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: New & Renewable Energy: Nutrition: Panchayati Raj
Aadarsh Vikalp, 368/2003-04, 22-07-2003, Patna: Bihar, Secretary Mr Rajkumar Jha, Vill+po : Barhampur Ps : Phulpras: Block Ghorghardia Distt. - Madhubani (bihar) Pin - 847409, Aged/Elderly: Agriculture: Art & Culture: Children: Disaster Management: Dalit Upliftment: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Micro Finance (SHGs): Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Science & Technology: Vocational Training: Women's Development & Empowerment: Youth Affairs
Aadarsha Yuva Kendra, 260/1996, 19-09-1996, Nellore: Andhra Pradesh, K Venkateswarlu, Door No:12-1-133: Kamsali Street: Santhapet: Nellore: Spsr Nellore District - 524001, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aadersh Gramodhogh Sewa Sansthan, 327/1993-1994, 26-06-1993, Siddharthnagar: Uttar Pradesh, Kamar Alam, Balrampur Road: Barhni.post.-barhni, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aadhanik Sahayog Samiti, 172/2003-04, 20-05-2003, Patna: Bihar, Madan Thakur, Madan Thakur At+p.o.-dulli Patti: Dist.-madhubani-847236, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aadhar Foundation, 1206/2011/GBBSD, 19-04-2011, Mumbai: Maharashtra, Vikas Sandipan Kharat, Room No.50:gajanan Society: Lalbatti:hanuman Tekdi: Asalpha Village: Ghatkopar(w)mumbai-400 84, Aged/Elderly: Art & Culture: Children: Civic Issues: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Legal Awareness & Aid: Labour & Employment: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: Prisoner's Issues: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Tribal Affairs: Tourism: Urban Development & Poverty Alleviation: Vocational Training:
Aadhar Mahila Vikas Mandal, MH/723/2010, 30-08-2010, :, Swati Jagdish Kalamkar, Sow. Swati Jagdish Kalamkar: At/post-awhane Bk. Taluka Shevgaon: Dist-ahmednagar. Pin Code - 414502, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aadhar Pratishthan Pune, MAH873/2008/PUNE, 21-05-2008, Pune: Maharashtra, Vaibhav Mogarekar, Sr.no-48/a:sainagari:chandannagar:pune 411014, Aged/Elderly: Art & Culture: Children: Civic Issues: Differently Abled: Disaster Management: Drinking Water: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Rural Development & Poverty Alleviation: Sports: Urban Development & Poverty Alleviation: Water Resources: Women's Development & Empowerment: Youth Affairs: Any Other
Aadi Shakti Siddh Pith, 638/99/2000, 15-12-1999, Gorakhpur: Uttar Pradesh, Dr Rishikesh Mishra, Mohanlalpur (durga Mandir) Gorakhpur (up) India, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Children: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Minority Issues: Nutrition: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Science & Technology: Tourism: Urban Development & Poverty Alleviation: Water Resources:
Aaditya Bahuudhayasiya Sevabhavi Sanstha, F-11633, 30-12-2011, Parbhani: Maharashtra, Dr Govind Baliram Palwade, At.post.near Datta Mandir Nanded Road Gangakhed, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: New & Renewable Energy:
Aadivashi Jan Kalyan Vikas Mandal, Guj/1554/surat, 07-02-2008, Surat: Gujarat, Narsinhbhai Ramanbhai Gamit, Aadivashi Jan Kalyan Vikas Mandal At Post Dolara: Taluka Vyara: District Tapi: Vyara-394650, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Differently Abled: Disaster Management: Drinking Water: Education & Literacy: Environment & Forests: HIV/AIDS: Housing: Human Rights: Labour & Employment: Land Resources: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Sports: Tribal Affairs: Tourism: Urban Development & Poverty Alleviation: Vocational Training
Aadiwasi Harijan Mahila Sewa Samiti, 1512/1986-87, 24-10-1986, Allahabad: Uttar Pradesh, Chandrika Prasad Shukla, 92b/1: Chuk Lalmuhmmad Naini Allahabad, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Children: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: Nutrition: Panchayati Raj: Right to Information & Advocacy: Rural Development & Poverty Alleviation:
Aagaz Samaj Kalyan Samiti, IND/10917/02, 17-06-2002, Indore: Madhya Pradesh, Shivani Singh, 29-a: Sheetal Nagar: Near Manishpuri: Saket Nagar: Indore - 452018, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Minority Issues: New & Renewable Energy: Nutrition: Prisoner's Issues: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Science & Technology:
Aaghaaz Foundation, 213, 17-04-2015, New Delhi: Delhi, Mohd Saleem, Plot-no 11027 Motia Khan New Delhi, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: New & Renewable Energy:
Aahale Welfare Trust, IV-190303263/2016, 01-06-2016, Kolkata: West Bengal, Aabir Sarkar, 191/2: Sarat Chatterjee Road: P.o- Santragachi: Police Station – Chatterjee Hat: District– Howrah: Pin– 711102: West Bengal:india., Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: Labour & Employment: Micro Finance (SHGs): Micro Small & Medium Enterprises: New & Renewable Energy: Nutrition: Rural Development & Poverty Alleviation: Sports: Tribal Affairs: Tourism: Vocational Training: Women's Development & Empowerment: Youth Affairs
Aahuti Social Welfare Society, 01/06/01/23195/11, 07-04-2011, Bhopal: Madhya Pradesh, Dharmendra Shukla, H.n. 46 Azad Ward Near Old Police Station Betul Bazar District-betul (madhya Pradesh) 460004, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises
Aai Baba Bahuuddeshiya Vayaym Krida And Yuwak Sanstha, mh-7904amravti:  f-7120amravti, 19-12-1997, Amravti: Maharashtra, Kundan Nathuji Shende, Yeshoda Nager No1 Amravti 444601 Line No3near Samaj Mandir, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Health & Family Welfare: Housing: Human Rights: Information & Communication Technology: Micro Finance (SHGs): Minority Issues: Rural Development & Poverty Alleviation: Sports: Tribal Affairs: Urban Development & Poverty Alleviation: Vocational Training: Water Resources:
Aai Bahuudheshiya Sevabhavi Sanstha Patti Tanda, MH/123/2013, 05-03-2013, Beed: Maharashtra, Subhash Haribahu Rathod, At. Patti Tanda Po. Umri Bk Tq- Majalgaon Dist-beed State - Maharashtra Pin - 431128, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aai Health Foundation, Mah/12104/dhule, 02-06-2010, Dhule: Maharashtra, Dr Amol Patil, 95: Vinod Nagar Near Neatji Colony, Aged/Elderly: Agriculture: Biotechnology: Children: Disaster Management: Drinking Water: Environment & Forests: Health & Family Welfare: HIV/AIDS: Labour & Employment: Nutrition: Rural Development & Poverty Alleviation: Scientific & Industrial Research: Science & Technology: Tribal Affairs: Urban Development & Poverty Alleviation: Vocational Training: Water Resources: Women's Development & Empowerment
Aai Pratisthan, E 399/Akola, 07-07-2000, Akola: Maharashtra, Ameet Zanak, At Post: Mangul Zanak Th:risod Dist:washim, Aged/Elderly: Agriculture: Art & Culture: Education & Literacy: Environment & Forests: Health & Family Welfare: Science & Technology: Sports: Tribal Affairs: Vocational Training: Women's Development & Empowerment: Youth Affairs
Aai Sevabhavi Sanstha Parbhani, F-5037, 25-02-2002, Parbhani: Maharashtra, Deshmukh Sachin Manchakrao, Aai Sevabhavi Sanstha C/o M N Deshmukh. Vaibhav Nagar: Suraj Nivas: Karegaon Road: Parbhani Pin-431401, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aai Sevabhavi Savstha Parbhni, F-5037, 25-02-2001, Parbhni: Maharashtra, Deshmukh Sachin Manchakrao, C/o M N Deshmukh: Vaibhav Nagar Karegaon Road : Deshmukh Hotel Suraj Nivas:plot No 5:th-parbhni Dist Parbhni Pin 431401, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aai Tuljai Bahuddeshiy Shikshan Sanstha, MAH/423/08, 07-08-2008, Khamgaon: Maharashtra, Aniket Pesode, C/o Aniket Pesode Udasi Baba Lay Out Sutala Kd Tq Khamgaon Dist Buldana Pin No.444303, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aakancha Sewa Sansthan, 1270, 02-02-1993, Kanpur: Uttar Pradesh, Smt Monika Sarma, 231 Faithful Ganj Cantt, Aged/Elderly: Agriculture: Art & Culture: Children: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Legal Awareness & Aid: Nutrition: Panchayati Raj: Rural Development & Poverty Alleviation: Tribal Affairs: Vocational Training: Water Resources: Women's Development & Empowerment
Aakanchha Jharkhand, 414, 23-09-2008, Ranchi: Jharkhand, Ranjeet Kumar Rana, Ranjeet Kumar Rana Babugaon Road Korrah Multigym Hazaribagh Jharkhand 825301, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aakangsha Well Women Society, RS/KAM, M, Guwahati: Assam, Mamtaz Begum, 95: Anupam Nagar: Hatigaon: Dispur Guwahati-781038, Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Disaster Management: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Micro Finance (SHGs): Micro Small & Medium Enterprises: Nutrition: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Sports: Urban Development & Poverty Alleviation: Vocational Training: Women's Development & Empowerment
Aakar Bahuuddeshiya Gramin Vikas Sanstha Nagpur, MH801/05, 28-12-2005, Nagpur: Maharashtra, Sachin Bogawar, Aakar Institute Of Management And Research Studies Nagpur 59 Shankarnagar, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Biotechnology: Children: Civic Issues: Differently Abled: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Information & Communication Technology: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: New & Renewable Energy: Nutrition: Panchayati Raj: Rural Development & Poverty Alleviation: Scientific & Industrial Research: Science & Technology: Tribal Affairs:
Aakash Ganga Rang Chaupal Association, 59903, 28-09-2007, Delhi: Delhi, Shambhu Sah, At Chakiya: Post Vtps: Distt-begusarai: Bihar, Aged/Elderly: Agriculture: Art & Culture: Children: Education & Literacy
Aakash Welfare Soceity, 5879-2007-2008, 07-09-2002, Lucknow: Uttar Pradesh, Shakil Ahmad, Aakash Welfare Soceity C/o Aakash Sign In Computers C-27 Sabra Manzil Opp-the Raymond Showroom Civil Lines, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Biotechnology: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: Minority Issues: Vocational Training
Aakhil Bhartiya Yuva Vikas Parishad, 35366, 09-08-1999, Delhi: Delhi, Krishna Bahal, 499/4 B Chandan Bari Bhola Nath Nagar Shahdara Delhi, Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Differently Abled: Dalit Upliftment: Education & Literacy: Environment & Forests: Health & Family Welfare: Human Rights: Labour & Employment: Minority Issues: Right to Information & Advocacy: Tribal Affairs: Urban Development & Poverty Alleviation: Vocational Training: Women's Development & Empowerment: Youth Affairs
Aakriti Foundation, 756/2004-2005, 02-08-2004, Hardoi: Uttar Pradesh, Handicapped Children And Old Disabled Support, 157: Umarsenda House: Gauri Nagar: Hardoi: Up Pin : 241001, Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Differently Abled: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Human Rights: Legal Awareness & Aid: Labour & Employment: Nutrition: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Vocational Training: Water Resources: Women's Development & Empowerment: Youth Affairs
Aalahazrat Falahe Aam Society, 7756/2008-2009, 19-03-2009, Faizabad: Uttar Pradesh, Mohd Mahmood Khan, Mohalla- Raza Nagar Village- Pancho Peeran Post- K.n.i. District-sultanpur Pin-228118, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Children: Civic Issues: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises: New & Renewable Energy: Nutrition: Panchayati Raj
Aalamgir Education And Social Walfare Society, MAH 941/07, 26-11-2007, :, Nadeem Khan, 2-6-76 Aalamgeer Colony Alamgir Masjid Ganesh Colony Vip Road Aurangabad, Animal Husbandry: Dairying  &  Fisheries: Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Civic Issues: Differently Abled: Disaster Management: Dalit Upliftment: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: HIV/AIDS: Housing: Human Rights: Information & Communication Technology: Legal Awareness & Aid: Labour & Employment: Land Resources: Micro Finance (SHGs): Minority Issues: Micro Small & Medium Enterprises:
Aalok Aastha Lok Kalyan Samiti, 15585, 13-09-2005, Bhopal: Madhya Pradesh, Kamal Goyal, 265 A Sarvadharma Kolar Road Bhopal 462042, Aged/Elderly: Agriculture: Art & Culture: Biotechnology: Children: Drinking Water: Education & Literacy: Environment & Forests: Food Processing: Health & Family Welfare: Human Rights: Information & Communication Technology: Labour & Employment: Micro Small & Medium Enterprises: New & Renewable Energy: Right to Information & Advocacy: Rural Development & Poverty Alleviation: Science & Technology: Vocational Training: Water Resources: Women's Development & Empowerment
